S CC TrialNum Contrast TargetType PrimeRelation PrimeShown TargetShown RT score
S12 cc4 151 Clear NW Unr virtue HICE 741 C
S12 cc4 152 Degraded NW Unr wallet UNJEED 864 C
S12 cc4 153 Degraded LF Rel prune JUICE 531 C
S12 cc4 154 Clear NW Unr violet GOUPER 531 C
S12 cc4 155 Degraded NW Unr gift POAT 708 C
S12 cc4 156 Degraded LF Unr mints BATH 535 C
S12 cc4 157 Clear NW Unr sugar FAFT 647 C
S12 cc4 158 Clear LF Unr drum JUMP 431 C
S12 cc4 159 Clear LF Rel tuna FISH 875 C
S12 cc4 160 Degraded HF Unr plow PLANT 657 E
S12 cc4 161 Degraded NW Unr closet TRANSHORD 739 C
S12 cc4 162 Degraded LF Rel ounce PINT 815 C
S12 cc4 163 Clear HF Rel design MAKE 519 C
S12 cc4 164 Degraded HF Unr ideal BLACK 628 C
S12 cc4 165 Degraded NW Unr write INTERVESS 3496 E
S12 cc4 166 Clear NW Unr hate POAL 755 C
S12 cc4 167 Degraded HF Unr granite FACE 497 C
S12 cc4 168 Degraded NW Unr shape JOAD 714 C
S12 cc4 169 Degraded LF Rel force PUSH 527 C
S12 cc4 170 Clear NW Unr piece ANTIVORM 687 C
S12 cc4 171 Clear HF Rel shadow DARK 528 C
S12 cc4 172 Clear NW Unr tire VIND 689 C
S12 cc4 173 Clear LF Unr mule GOAL 544 C
S12 cc4 174 Clear LF Rel panther TIGER 547 C
S12 cc4 175 Clear LF Unr barrier GLUE 438 C
S12 cc4 176 Degraded NW Unr correct HILK 740 C
S12 cc4 177 Degraded NW Unr spook CORTED 1359 E
S12 cc4 178 Clear NW Unr perfume PORM 1648 C
S12 cc4 179 Clear HF Rel scout GIRL 609 C
S12 cc4 180 Clear HF Rel gravity EARTH 593 C
S12 cc4 181 Clear LF Rel attack DEFEND 591 C
S12 cc4 182 Degraded NW Unr live DOLFIN 954 C
S12 cc4 183 Clear NW Unr sail FOOMS 799 C
S12 cc4 184 Clear NW Unr solid DIATHED 869 C
S12 cc4 185 Degraded HF Rel jeans BLUE 696 C
S12 cc4 186 Degraded NW Unr saber WIET 697 C
S12 cc4 187 Clear NW Unr receive FOKEL 680 C
S12 cc4 188 Degraded HF Rel stair CASE 566 C
S12 cc4 189 Clear NW Unr phase REBINT 1039 C
S12 cc4 190 Degraded NW Unr cracker GEENER 980 C
S12 cc4 191 Degraded NW Unr shiver DEAT 832 C
S12 cc4 192 Clear NW Unr abuse PIDER 683 C
S12 cc4 193 Degraded HF Unr handle WINE 697 C
S12 cc4 194 Clear NW Unr price MEERS 505 C
S12 cc4 195 Clear LF Rel gain WEIGHT 500 C
S12 cc4 196 Clear HF Rel south WEST 704 C
S12 cc4 197 Degraded NW Unr step PURD 546 C
S12 cc4 198 Clear NW Unr stage MIAL 549 C
S12 cc4 199 Clear HF Rel guest FRIEND 504 C
S12 cc4 200 Degraded LF Rel orchid FLOWER 532 C
S12 cc4 201 Degraded HF Unr side DOOR 579 C
S12 cc4 202 Degraded NW Unr heel VEEP 590 C
S12 cc4 203 Degraded HF Rel scalp HEAD 521 C
S12 cc4 204 Clear NW Unr palm FRIMER 1767 C
S12 cc4 205 Degraded NW Unr stub SELP 1120 C
S12 cc4 206 Clear LF Rel foolish DUMB 550 C
S12 cc4 207 Clear NW Unr drunk BIST 617 C
S12 cc4 208 Clear LF Unr toaster SAND 921 C
S12 cc4 209 Clear HF Unr mirage UNCLE 694 C
S12 cc4 210 Clear HF Rel century YEAR 727 C
S12 cc4 211 Clear NW Unr kitten SUBDOOP 784 C
S12 cc4 212 Clear NW Unr stove TEAPS 978 C
S12 cc4 213 Degraded NW Unr fingers TRIVEEF 587 C
S12 cc4 214 Degraded NW Unr tale TASHED 630 C
S12 cc4 215 Clear LF Rel latch LOCK 569 C
S12 cc4 216 Degraded NW Unr garlic DURFER 609 C
S12 cc4 217 Clear HF Unr bush FLOOR 497 C
S12 cc4 218 Degraded HF Rel since WHEN 586 C
S12 cc4 219 Clear NW Unr nest VARED 757 C
S12 cc4 220 Clear NW Unr brandy LOMED 882 C
S12 cc4 221 Degraded NW Unr liberty REMOLKS 664 C
S12 cc4 222 Degraded NW Unr kill OVERTAGE 1171 C
S12 cc4 223 Clear NW Unr fear CRIG 692 C
S12 cc4 224 Clear LF Rel sailor NAVY 548 C
S12 cc4 225 Clear HF Unr lodge LIGHT 615 C
S12 cc4 226 Degraded NW Unr turtle TIET 536 C
S12 cc4 227 Degraded HF Rel spirit SCHOOL 536 C
S12 cc4 228 Degraded LF Unr shame PRIEST 696 C
S12 cc4 229 Clear NW Unr rose OVERJAGE 712 C
S12 cc4 230 Clear NW Unr munch PROMELP 974 C
S12 cc4 231 Clear NW Unr dark NOAL 646 C
S12 cc4 232 Clear HF Unr storage PICK 527 C
S12 cc4 233 Clear HF Rel yawn TIRED 527 C
S12 cc4 234 Degraded HF Rel compass POINT 544 C
S12 cc4 235 Clear NW Unr excuse PIMEL 530 C
S12 cc4 236 Degraded NW Unr pool HADER 563 C
S12 cc4 237 Clear NW Unr drug HESTEL 521 C
S12 cc4 238 Clear NW Unr full LORKED 727 C
S12 cc4 239 Clear NW Unr lonely NEEK 526 C
S12 cc4 240 Degraded HF Unr brawl WHITE 607 C
S12 cc4 241 Degraded NW Unr brush GAKER 609 C
S12 cc4 242 Degraded NW Unr biscuit REJATHED 545 C
S12 cc4 243 Clear HF Rel late NIGHT 515 C
S12 cc4 244 Degraded NW Unr cement HISHES 513 C
S12 cc4 245 Degraded LF Rel ritual HABIT 559 C
S12 cc4 246 Clear NW Unr lion TRANSVEEM 581 C
S12 cc4 247 Degraded NW Unr golf NOOPS 513 C
S12 cc4 248 Clear LF Rel seal STAMP 653 C
S12 cc4 249 Clear NW Unr green ROLK 550 C
S12 cc4 250 Clear NW Unr whip NERM 553 C
S12 cc4 251 Degraded NW Unr find NADER 492 C
S12 cc4 252 Degraded NW Unr flask FANTOM 516 C
S12 cc4 253 Clear NW Unr dislike ABNORD 530 C
S12 cc4 254 Clear NW Unr slither KOOF 514 C
S12 cc4 255 Degraded HF Rel steam ENGINE 928 C
S12 cc4 256 Degraded NW Unr lobster WOINS 624 C
S12 cc4 257 Clear LF Rel stale BREAD 579 C
S12 cc4 258 Clear LF Rel cliff HANGER 703 C
S12 cc4 259 Degraded HF Rel cigar SMOKE 642 C
S12 cc4 260 Clear NW Unr calm GRUMS 615 C
S12 cc4 261 Clear NW Unr muffin PAIME 695 C
S12 cc4 262 Clear HF Rel dock BOAT 568 C
S12 cc4 263 Degraded LF Rel burst BALLOON 528 C
S12 cc4 264 Degraded NW Unr learn SORN 640 C
S12 cc4 265 Clear NW Unr sheep PAFTER 1046 C
S12 cc4 266 Degraded LF Rel musk SCENT 479 C
S12 cc4 267 Clear LF Rel thimble THREAD 660 C
S12 cc4 268 Degraded LF Rel warmth HEAT 511 C
S12 cc4 269 Degraded NW Unr area HISE 506 C
S12 cc4 270 Clear HF Rel problem ANSWER 518 C
S12 cc4 271 Degraded NW Unr apology DOMP 611 C
S12 cc4 272 Degraded NW Unr ease UNGURB 531 C
S12 cc4 273 Degraded HF Rel just RIGHT 531 C
S12 cc4 274 Degraded NW Unr kind BOAFE 436 C
S12 cc4 275 Degraded HF Unr justice HARD 498 C
S12 cc4 276 Degraded HF Unr nephew VISION 425 E
S12 cc4 277 Degraded NW Unr plate DORTER 640 C
S12 cc4 278 Degraded LF Rel curse WITCH 726 C
S12 cc4 279 Degraded HF Rel glove HAND 477 C
S12 cc4 280 Degraded HF Unr report SOUND 707 C
S12 cc4 281 Degraded HF Rel package PRESENT 534 C
S12 cc4 282 Clear NW Unr bitter INTHID 1127 C
S12 cc4 283 Degraded HF Rel routine SAME 1374 C
S12 cc4 284 Degraded NW Unr shelter PROWAMP 584 C
S12 cc4 285 Degraded LF Rel flannel SHIRT 499 C
S12 cc4 286 Degraded NW Unr college BERE 541 C
S12 cc4 287 Degraded HF Rel term WORD 560 C
S12 cc4 288 Clear LF Rel stomach ACHE 614 C
S12 cc4 289 Clear LF Unr towel WEIRD 519 C
S12 cc4 290 Degraded LF Rel grove ORANGE 485 C
S12 cc4 291 Degraded HF Unr examine SORRY 619 C
S12 cc4 292 Degraded LF Unr fray SWIM 526 C
S12 cc4 293 Degraded NW Unr knob ENSUCT 542 C
S12 cc4 294 Degraded HF Rel tractor PULL 625 C
S12 cc4 295 Degraded HF Rel mare HORSE 484 C
S12 cc4 296 Clear LF Unr hail SOUR 506 C
S12 cc4 297 Degraded NW Unr moon DERON 517 C
S12 cc4 298 Clear HF Rel simple MIND 450 C
S12 cc4 299 Degraded LF Unr dump MAIL 579 C
S12 cc4 300 Degraded LF Unr snail BIRD 475 C
S12 cc4 301 Degraded NW Unr seek ENJOLK 512 C
S12 cc4 302 Degraded NW Unr doctor GACKEL 588 C
S12 cc4 303 Degraded NW Unr corpse GIPER 631 C
S12 cc4 304 Degraded HF Rel loop CIRCLE 570 C
S12 cc4 305 Clear NW Unr minute WOATER 657 C
S12 cc4 306 Clear LF Unr carrots JACKET 538 C
S12 cc4 307 Degraded LF Rel prank JOKE 538 C
S12 cc4 308 Degraded NW Unr middle FASHIN 571 C
S12 cc4 309 Degraded HF Unr fact MANY 1203 C
S12 cc4 310 Degraded NW Unr launch GLIM 633 C
S12 cc4 311 Degraded LF Rel physics MATH 543 C
S12 cc4 312 Degraded HF Unr beam HOTEL 674 C
S12 cc4 313 Clear LF Unr trench MOUSE 543 C
S12 cc4 314 Clear HF Unr retain WATER 546 C
S12 cc4 315 Clear HF Unr serial COST 518 C
S12 cc4 316 Degraded NW Unr aunt FLEEPED 579 C
S12 cc4 317 Degraded HF Unr through STRONG 574 C
S12 cc4 318 Degraded LF Unr daring HURT 598 C
S12 cc4 319 Degraded LF Rel foam RUBBER 564 C
S12 cc4 320 Degraded LF Unr barrel PANTS 554 C
S12 cc4 321 Clear NW Unr robber JIOT 527 C
S12 cc4 322 Degraded NW Unr alive GOIL 576 C
S12 cc4 323 Clear LF Unr rail SIGN 616 C
S12 cc4 324 Clear LF Unr pigeon SLIMY 745 C
S12 cc4 325 Degraded NW Unr lump REJONG 611 C
S12 cc4 326 Degraded LF Rel plum PURPLE 660 C
S12 cc4 327 Clear LF Unr croak SPORT 527 C
S12 cc4 328 Clear NW Unr whiskey SUBRUCT 911 C
S12 cc4 329 Degraded HF Unr appeal LONG 586 C
S12 cc4 330 Clear NW Unr husk NIFTS 549 C
S12 cc4 331 Degraded NW Unr choose UNSOADER 584 E
S12 cc4 332 Degraded HF Rel bring TAKE 2125 C
S12 cc4 333 Degraded NW Unr fishing HIFT 703 C
S12 cc4 334 Degraded NW Unr trash NAMPED 722 C
S12 cc4 335 Clear NW Unr clam HORME 727 C
S12 cc4 336 Clear LF Unr tarnish GUILTY 560 C
S12 cc4 337 Degraded LF Unr buckle CORN 512 C
S12 cc4 338 Clear LF Rel throne KING 526 C
S12 cc4 339 Degraded HF Unr outcome STOP 463 C
S12 cc4 340 Degraded LF Unr rinse WOOL 770 C
S12 cc4 341 Clear NW Unr jacket DANDEL 547 C
S12 cc4 342 Clear NW Unr atom BURFED 645 C
S12 cc4 343 Degraded LF Rel monarch RULER 827 C
S12 cc4 344 Degraded NW Unr clove SARTED 566 C
S12 cc4 345 Degraded NW Unr lose LURB 686 C
S12 cc4 346 Degraded NW Unr game FLIMER 670 C
S12 cc4 347 Clear HF Unr strand WRITE 618 C
S12 cc4 348 Clear LF Rel stake VAMPIRE 1690 C
S12 cc4 349 Degraded LF Unr pardon SMART 546 C
S12 cc4 350 Degraded NW Unr rock MIPER 630 C
S12 cc4 351 Clear HF Unr theory CITY 585 C
S12 cc4 352 Clear LF Unr omelet GLORY 772 C
S12 cc4 353 Degraded NW Unr alike KOOPER 500 C
S12 cc4 354 Clear NW Unr baby DIPER 671 C
S12 cc4 355 Degraded NW Unr cure WERNED 634 C
S12 cc4 356 Degraded HF Unr mayor IDEA 576 C
S12 cc4 357 Clear LF Rel referee SOCCER 503 C
S12 cc4 358 Degraded LF Unr team FROG 595 C
S12 cc4 359 Clear NW Unr wasted VABY 721 C
S12 cc4 360 Degraded NW Unr tall NAFTS 727 C
S12 cc4 361 Degraded NW Unr magic SARPS 558 C
S12 cc4 362 Degraded NW Unr death VELP 580 C
S12 cc4 363 Degraded NW Unr blouse BAVE 864 C
S12 cc4 364 Clear NW Unr span LIPER 514 C
S12 cc4 365 Clear NW Unr helium GINED 527 C
S12 cc4 366 Clear LF Rel crumb CAKE 528 C
S12 cc4 367 Clear LF Rel waves OCEAN 609 C
S12 cc4 368 Clear LF Unr oval NICE 513 C
S12 cc4 369 Degraded LF Rel mask HIDE 558 C
S12 cc4 370 Clear HF Rel tank ARMY 596 C
S12 cc4 371 Degraded HF Rel smash DESTROY 706 C
S12 cc4 372 Clear NW Unr ceiling FODE 582 C
S12 cc4 373 Degraded LF Unr juggler CHEAP 560 C
S12 cc4 374 Degraded LF Unr awkward SHOWER 566 C
S12 cc4 375 Degraded NW Unr value UNFERO 750 C
S12 cc4 376 Clear LF Rel reel POLE 585 E
S12 cc4 377 Clear NW Unr coral DISMONG 575 C
S12 cc4 378 Clear LF Rel captive HOSTAGE 599 C
S12 cc4 379 Clear LF Unr wisdom FORGIVE 645 C
S12 cc4 380 Clear HF Unr logic SECOND 570 C
S12 cc4 381 Degraded LF Rel thaw MELT 707 C
S12 cc4 382 Degraded NW Unr harsh POSTSIRM 662 C
S12 cc4 383 Clear NW Unr artery DEHIET 642 C
S12 cc4 384 Degraded NW Unr part JACE 662 C
S12 cc4 385 Clear HF Unr blaze SPOT 552 C
S12 cc4 386 Clear NW Unr horror BUCT 734 C
S12 cc4 387 Degraded NW Unr clue WINT 934 C
S12 cc4 388 Degraded NW Unr fangs PRALE 583 C
S12 cc4 389 Clear NW Unr boring DORNER 642 C
S12 cc4 390 Degraded NW Unr worst SAMP 680 C
S12 cc4 391 Clear NW Unr casket WOILY 549 C
S12 cc4 392 Degraded NW Unr icing PORDLY 584 C
S12 cc4 393 Clear LF Unr send GARBAGE 531 C
S12 cc4 394 Degraded LF Unr hope EGGS 516 C
S12 cc4 395 Clear LF Unr paste HINT 705 C
S12 cc4 396 Clear LF Rel graft SKIN 500 C
S12 cc4 397 Clear HF Rel stiff BOARD 479 C
S12 cc4 398 Degraded HF Unr marble GARDEN 501 C
S12 cc4 399 Degraded NW Unr where NIDE 592 C
S12 cc4 400 Degraded NW Unr bacon OVERBLAPS 621 C
S12 cc4 401 Clear NW Unr sing FONGE 608 C
S12 cc4 402 Clear HF Unr gender LIQUID 545 C
S12 cc4 403 Clear HF Unr gray BEST 548 C
S12 cc4 404 Clear NW Unr dull REET 679 C
S12 cc4 405 Degraded NW Unr dead MESTED 948 C
S12 cc4 406 Clear HF Rel private ALONE 664 C
S12 cc4 407 Clear HF Unr bleach FIGHT 531 C
S12 cc4 408 Degraded NW Unr soar VAKER 515 C
S12 cc4 409 Clear HF Rel cuddle BEAR 609 C
S12 cc4 410 Clear NW Unr quiet FARDED 561 C
S12 cc4 411 Clear HF Unr must FATHER 855 E
S12 cc4 412 Clear HF Unr complex PEACE 578 C
S12 cc4 413 Degraded LF Unr famine EAGLE 683 C
S12 cc4 414 Degraded NW Unr gentle GLIDEL 728 C
S12 cc4 415 Clear NW Unr sleep AJURD 592 C
S12 cc4 416 Clear HF Rel broken HEART 523 C
S12 cc4 417 Clear NW Unr rabbit BLIDE 697 C
S12 cc4 418 Clear HF Rel prove SHOW 1018 C
S12 cc4 419 Degraded NW Unr giggle BIAL 554 C
S12 cc4 420 Degraded HF Unr free NUMBER 736 C
S12 cc4 421 Degraded HF Rel vanish GONE 696 C
S12 cc4 422 Clear NW Unr crowd JASHES 568 C
S12 cc4 423 Clear NW Unr bourbon UNKOOM 544 C
S12 cc4 424 Degraded HF Unr pour FEMALE 563 C
S12 cc4 425 Clear NW Unr male GLEDER 489 C
S12 cc4 426 Degraded LF Rel spade CARDS 546 C
S12 cc4 427 Degraded NW Unr foot TICED 564 C
S12 cc4 428 Clear LF Unr hawk HUNGER 458 C
S12 cc4 429 Clear NW Unr sparrow WELME 554 C
S12 cc4 430 Clear HF Rel pilot PLANE 480 C
S12 cc4 431 Clear NW Unr east MUCTS 645 C
S12 cc4 432 Clear NW Unr grizzly ROOR 667 C
S12 cc4 433 Clear HF Unr cork CARE 582 C
S12 cc4 434 Degraded LF Unr destiny DONKEY 720 C
S12 cc4 435 Degraded NW Unr skirt VADES 550 C
S12 cc4 436 Clear HF Rel donor GIVE 441 C
S12 cc4 437 Degraded NW Unr worn TODELL 791 C
S12 cc4 438 Clear NW Unr boots GAFT 633 C
S12 cc4 439 Degraded LF Unr dungeon BANANA 639 C
S12 cc4 440 Clear LF Unr snorkel TEAR 629 C
S12 cc4 441 Clear LF Unr scary DUCK 521 C
S12 cc4 442 Clear NW Unr onion PAME 614 C
S12 cc4 443 Clear NW Unr sweet CONTRANAIM 598 C
S12 cc4 444 Clear NW Unr razor NENTS 564 C
S12 cc4 445 Degraded LF Unr skip STICK 666 C
S12 cc4 446 Degraded LF Rel rise SHINE 532 C
S12 cc4 447 Clear LF Unr uniform SODA 469 C
S12 cc4 448 Degraded HF Rel guide LEAD 600 C
S12 cc4 449 Degraded NW Unr throat PREPERN 646 C
S12 cc4 450 Clear HF Unr pause FINAL 461 C
S12 cc4 451 Degraded NW Unr inhale DISBAMP 609 C
S12 cc4 452 Clear NW Unr stud DIAKOME 513 C
S12 cc4 453 Degraded NW Unr quart NEEPS 639 C
S12 cc4 454 Degraded HF Rel pack BACK 1252 C
S12 cc4 455 Clear HF Rel nails FINGER 597 C
S12 cc4 456 Degraded HF Unr journal HAIR 531 C
S12 cc4 457 Clear NW Unr site ANTIPOLD 834 C
S12 cc4 458 Clear NW Unr funny TELD 544 C
S12 cc4 459 Degraded NW Unr explode DATHE 500 C
S12 cc4 460 Degraded HF Rel reality LIFE 575 C
S12 cc4 461 Clear NW Unr ball VACK 600 C
S12 cc4 462 Degraded HF Unr town HOME 500 C
S12 cc4 463 Clear LF Rel cobra SNAKE 480 C
S12 cc4 464 Clear HF Unr pity STUDY 502 C
S12 cc4 465 Clear NW Unr chair INTERMIET 577 C
S12 cc4 466 Clear NW Unr eternal BIRES 904 C
S12 cc4 467 Clear NW Unr star HEAN 628 C
S12 cc4 468 Clear NW Unr neck VELLS 855 C
S12 cc4 469 Degraded NW Unr bomb PRENITY 1047 C
S12 cc4 470 Degraded HF Rel meaning REASON 591 C
S12 cc4 471 Degraded HF Rel vary CHANGE 475 C
S12 cc4 472 Degraded HF Rel decide KNOW 448 C
S12 cc4 473 Clear LF Rel walrus TUSK 912 C
S12 cc4 474 Degraded LF Unr squeak COAT 524 C
S12 cc4 475 Clear HF Unr voice TELL 489 C
S12 cc4 476 Clear NW Unr cough VIRED 850 C
S12 cc4 477 Clear NW Unr meeting VARD 834 C
S12 cc4 478 Degraded HF Unr hose HOLD 591 C
S12 cc4 479 Clear NW Unr skinny ABLERM 635 C
S12 cc4 480 Degraded LF Unr straw NURSE 480 C
S13 cc5 1 Degraded LF Unr mussel BANANA 1099 C
S13 cc5 2 Degraded NW Unr danger CRIG 699 C
S13 cc5 3 Clear NW Unr early UNJEED 891 C
S13 cc5 4 Degraded NW Unr house GOUPER 820 C
S13 cc5 5 Clear NW Unr sleep DORTER 732 C
S13 cc5 6 Degraded NW Unr shelter CATHE 756 C
S13 cc5 7 Degraded HF Unr jeans HOTEL 658 C
S13 cc5 8 Clear LF Unr carrots JOKE 699 C
S13 cc5 9 Degraded HF Unr compass SEAT 634 C
S13 cc5 10 Degraded NW Unr dead LORKED 1008 E
S13 cc5 11 Clear LF Rel pardon FORGIVE 764 C
S13 cc5 12 Clear NW Unr brandy TRANSHORD 713 C
S13 cc5 13 Clear NW Unr casket DISWOUL 703 C
S13 cc5 14 Degraded NW Unr ease EXVAIM 642 C
S13 cc5 15 Clear HF Rel journal WRITE 520 C
S13 cc5 16 Clear HF Rel pour LIQUID 629 C
S13 cc5 17 Clear LF Unr pigeon RULER 776 C
S13 cc5 18 Degraded HF Rel brief SHORT 905 E
S13 cc5 19 Clear NW Unr sail WIET 974 C
S13 cc5 20 Clear HF Rel free COST 1367 C
S13 cc5 21 Degraded HF Unr since STOP 672 C
S13 cc5 22 Degraded NW Unr ivory PIDER 842 C
S13 cc5 23 Degraded HF Unr stair SOUND 680 C
S13 cc5 24 Degraded LF Rel haunt SCARE 1094 C
S13 cc5 25 Degraded NW Unr past PROLEEL 1078 C
S13 cc5 26 Degraded NW Unr drawing KENTED 852 C
S13 cc5 27 Degraded HF Unr costume GARDEN 757 C
S13 cc5 28 Degraded NW Unr liberty TRUDE 787 C
S13 cc5 29 Degraded HF Rel problem ANSWER 533 C
S13 cc5 30 Degraded NW Unr harsh OVERWEEF 790 C
S13 cc5 31 Clear HF Unr logic RIGHT 457 C
S13 cc5 32 Clear NW Unr peel NAFTS 682 C
S13 cc5 33 Degraded LF Rel scallop SEAFOOD 743 C
S13 cc5 34 Degraded NW Unr magic SUBDOOP 802 C
S13 cc5 35 Clear NW Unr cape EXMIRD 696 C
S13 cc5 36 Degraded HF Unr vary FIRE 633 C
S13 cc5 37 Clear LF Rel dump GARBAGE 718 C
S13 cc5 38 Degraded LF Rel sailor NAVY 883 C
S13 cc5 39 Clear NW Unr desert REJATHED 762 C
S13 cc5 40 Clear LF Rel mints CANDY 566 C
S13 cc5 41 Degraded NW Unr alike BURFED 797 C
S13 cc5 42 Clear NW Unr eternal PREPERN 995 C
S13 cc5 43 Clear HF Unr cork SCHOOL 609 C
S13 cc5 44 Clear HF Rel moment SECOND 688 C
S13 cc5 45 Clear HF Rel appeal LIKE 592 C
S13 cc5 46 Degraded HF Unr guide HOME 716 C
S13 cc5 47 Degraded NW Unr shape ABLERM 690 C
S13 cc5 48 Clear NW Unr trace MIPER 801 C
S13 cc5 49 Clear NW Unr racket BAVE 706 C
S13 cc5 50 Clear LF Unr trench NERVOUS 886 C
S13 cc5 51 Clear NW Unr perfume MEROT 748 C
S13 cc5 52 Degraded HF Rel yawn TIRED 759 C
S13 cc5 53 Degraded LF Unr grove NURSE 900 C
S13 cc5 54 Clear HF Rel parent FATHER 848 C
S13 cc5 55 Clear HF Unr storage CIRCLE 864 C
S13 cc5 56 Clear LF Unr croak INSECT 611 C
S13 cc5 57 Clear HF Rel much MORE 547 C
S13 cc5 58 Degraded NW Unr place VELLS 806 C
S13 cc5 59 Degraded HF Rel tank ARMY 783 C
S13 cc5 60 Clear HF Rel nephew UNCLE 882 C
S13 cc5 61 Degraded NW Unr turtle DISMONG 776 C
S13 cc5 62 Clear NW Unr sweet PORDLY 648 E
S13 cc5 63 Degraded LF Unr burst SMART 875 C
S13 cc5 64 Degraded NW Unr stain SACE 721 E
S13 cc5 65 Degraded LF Unr orchid OVEN 1074 C
S13 cc5 66 Degraded NW Unr cement BUCT 735 C
S13 cc5 67 Clear HF Rel justice PEACE 679 C
S13 cc5 68 Degraded HF Rel lips MOUTH 790 C
S13 cc5 69 Degraded LF Rel tuna FISH 664 C
S13 cc5 70 Degraded NW Unr saber FOOMS 883 C
S13 cc5 71 Degraded NW Unr protect MIAL 745 C
S13 cc5 72 Degraded HF Unr steam SORRY 821 E
S13 cc5 73 Degraded NW Unr alive GOORCH 954 C
S13 cc5 74 Clear HF Unr stem WORD 1408 C
S13 cc5 75 Clear HF Unr brave HEAD 704 C
S13 cc5 76 Degraded LF Rel graft SKIN 1235 C
S13 cc5 77 Clear NW Unr dislike TORM 1473 C
S13 cc5 78 Clear LF Rel symbol SIGN 751 C
S13 cc5 79 Clear HF Unr squad REASON 826 C
S13 cc5 80 Degraded NW Unr corpse BOULER 742 C
S13 cc5 81 Degraded LF Unr warmth FRIGHT 1121 C
S13 cc5 82 Clear LF Unr robe PURPLE 806 C
S13 cc5 83 Clear HF Rel outcome FINAL 732 C
S13 cc5 84 Clear LF Rel shame GUILT 676 C
S13 cc5 85 Clear HF Unr voice CASE 881 C
S13 cc5 86 Clear LF Unr monk SCENT 1783 C
S13 cc5 87 Clear HF Unr mirage PULL 1379 C
S13 cc5 88 Clear NW Unr spank GOIL 747 C
S13 cc5 89 Clear NW Unr baby GIREN 838 C
S13 cc5 90 Clear NW Unr green BIETER 788 C
S13 cc5 91 Degraded LF Rel latch LOCK 775 C
S13 cc5 92 Clear LF Unr hail PINT 727 C
S13 cc5 93 Clear NW Unr hate FRID 768 C
S13 cc5 94 Degraded NW Unr icing CONTRANAIM 849 C
S13 cc5 95 Clear LF Rel rinse WASH 736 C
S13 cc5 96 Clear HF Rel mark SPOT 713 C
S13 cc5 97 Degraded NW Unr doctor FRIMER 849 C
S13 cc5 98 Degraded HF Rel frost COLD 898 C
S13 cc5 99 Clear HF Unr rude GONE 763 C
S13 cc5 100 Degraded HF Rel century YEAR 841 C
S13 cc5 101 Degraded NW Unr garlic TOOMS 790 C
S13 cc5 102 Clear HF Rel ideal BEST 601 C
S13 cc5 103 Degraded NW Unr giggle JAINS 759 C
S13 cc5 104 Clear HF Unr blaze CHANGE 901 C
S13 cc5 105 Degraded NW Unr college NERM 703 C
S13 cc5 106 Clear NW Unr grizzly PRALE 1043 C
S13 cc5 107 Degraded NW Unr judge DIATHED 825 C
S13 cc5 108 Degraded HF Unr spirit WINE 1027 C
S13 cc5 109 Degraded LF Unr prank BUNNY 1015 C
S13 cc5 110 Clear NW Unr munch NOOPS 823 C
S13 cc5 111 Degraded NW Unr tale BRIPED 930 C
S13 cc5 112 Clear LF Unr mule CHEAT 706 C
S13 cc5 113 Clear NW Unr boring TICED 805 C
S13 cc5 114 Clear NW Unr wasted WEERD 779 C
S13 cc5 115 Degraded LF Rel crumb CAKE 699 C
S13 cc5 116 Clear HF Unr must CENTER 908 C
S13 cc5 117 Clear HF Rel fact FIGURE 759 C
S13 cc5 118 Degraded LF Unr mask PANTS 1076 C
S13 cc5 119 Degraded LF Rel prime RIBS 1394 C
S13 cc5 120 Degraded NW Unr heel PAIME 800 C
S13 cc5 121 Degraded NW Unr sight JIOT 1718 C
S13 cc5 122 Degraded NW Unr moon GAFT 756 C
S13 cc5 123 Degraded NW Unr shake ANTIVORM 914 C
S13 cc5 124 Clear LF Unr bunch OYSTER 751 C
S13 cc5 125 Degraded HF Unr package WHITE 1066 C
S13 cc5 126 Degraded HF Rel donor GIVE 646 C
S13 cc5 127 Clear HF Unr lodge BLUE 1262 C
S13 cc5 128 Clear LF Unr send PUPPY 673 C
S13 cc5 129 Degraded NW Unr wallet FRAGER 927 C
S13 cc5 130 Clear NW Unr strange NONWAIM 624 C
S13 cc5 131 Clear NW Unr stage DOAF 786 C
S13 cc5 132 Degraded NW Unr time ROLK 821 C
S13 cc5 133 Degraded HF Unr mare IDEA 784 C
S13 cc5 134 Clear LF Unr fury BREAK 644 C
S13 cc5 135 Clear NW Unr palm GACKEL 665 C
S13 cc5 136 Degraded HF Rel stiff BOARD 564 C
S13 cc5 137 Degraded LF Rel panther TIGER 682 C
S13 cc5 138 Degraded NW Unr bacon ROFT 968 C
S13 cc5 139 Clear HF Unr serial PLAY 591 C
S13 cc5 140 Degraded LF Unr monarch BIRD 715 C
S13 cc5 141 Clear LF Rel squeak MOUSE 609 E
S13 cc5 142 Clear NW Unr star NADER 699 C
S13 cc5 143 Degraded HF Rel private ALONE 588 C
S13 cc5 144 Degraded NW Unr prison TEAPS 807 C
S13 cc5 145 Clear NW Unr dark GAKER 627 C
S13 cc5 146 Degraded NW Unr explode MEERS 790 C
S13 cc5 147 Degraded NW Unr risk DIPER 648 C
S13 cc5 148 Clear HF Unr theory HORSE 673 C
S13 cc5 149 Degraded HF Rel broken HEART 559 C
S13 cc5 150 Clear HF Rel report TELL 581 C
