S CC TrialNum Contrast TargetType PrimeRelation PrimeShown TargetShown RT score
S36 cc4 330 Clear NW Unr star HEAN 615 C
S36 cc4 331 Clear LF Unr offend BRAVE 807 C
S36 cc4 332 Degraded NW Unr bomb PRENITY 832 C
S36 cc4 333 Clear NW Unr atom BURFED 653 C
S36 cc4 334 Degraded NW Unr dead MESTED 518 C
S36 cc4 335 Degraded NW Unr house ABDESS 548 C
S36 cc4 336 Clear NW Unr brandy LOMED 503 C
S36 cc4 337 Degraded NW Unr past UNCHIM 589 C
S36 cc4 338 Clear NW Unr receive FOKEL 488 C
S36 cc4 339 Clear NW Unr stud DIAKOME 464 C
S36 cc4 340 Degraded NW Unr biscuit REJATHED 467 C
S36 cc4 341 Clear LF Unr rail SIGN 582 C
S36 cc4 342 Clear HF Rel design MAKE 545 C
S36 cc4 343 Degraded NW Unr moon DERON 484 C
S36 cc4 344 Clear NW Unr poise EXVAIM 505 C
S36 cc4 345 Clear LF Unr fury LOUD 404 E
S36 cc4 346 Degraded NW Unr giggle BIAL 597 C
S36 cc4 347 Degraded HF Unr beam HOTEL 514 C
S36 cc4 348 Clear NW Unr chair INTERMIET 640 C
S36 cc4 349 Clear NW Unr onion PAME 518 C
S36 cc4 350 Degraded NW Unr fill MEROT 484 C
S36 cc4 351 Clear NW Unr watch PREHOIN 586 C
S36 cc4 352 Degraded HF Rel vary CHANGE 516 C
S36 cc4 353 Degraded NW Unr stand VOLKEL 610 C
S36 cc4 354 Degraded LF Unr barrel PANTS 547 C
S36 cc4 355 Clear NW Unr village NAKE 518 E
S36 cc4 356 Degraded LF Rel plum PURPLE 670 C
S36 cc4 357 Degraded NW Unr rock MIPER 553 C
S36 cc4 358 Degraded HF Rel exhale BREATH 543 C
S36 cc4 359 Degraded NW Unr tale TASHED 609 C
S36 cc4 360 Clear LF Unr bunch JAIL 754 C
S36 cc4 361 Clear HF Unr rude MORE 688 C
S36 cc4 362 Clear NW Unr chance KENTED 864 C
S36 cc4 363 Degraded HF Unr handle WINE 611 C
S36 cc4 364 Degraded NW Unr choose UNSOADER 643 C
S36 cc4 365 Clear NW Unr coral DISMONG 762 C
S36 cc4 366 Clear NW Unr pond FANDER 632 C
S36 cc4 367 Degraded HF Unr choice SPACE 682 C
S36 cc4 368 Degraded LF Rel thaw MELT 551 C
S36 cc4 369 Clear LF Rel cliff HANGER 475 C
S36 cc4 370 Clear LF Unr barrier GLUE 576 C
S36 cc4 371 Degraded NW Unr human PLOGED 776 C
S36 cc4 372 Degraded HF Rel costume PARTY 617 C
S36 cc4 373 Degraded LF Unr quail FRIGHT 650 C
S36 cc4 374 Degraded LF Unr juggler CHEAP 498 C
S36 cc4 375 Degraded NW Unr aunt FLEEPED 634 C
S36 cc4 376 Degraded LF Rel melody TUNE 864 C
S36 cc4 377 Clear HF Unr lodge LIGHT 691 C
S36 cc4 378 Clear NW Unr bourbon UNKOOM 835 C
S36 cc4 379 Clear HF Rel donor GIVE 497 C
S36 cc4 380 Clear NW Unr measure HOLKS 681 C
S36 cc4 381 Degraded NW Unr icing PORDLY 615 C
S36 cc4 382 Clear LF Rel waves OCEAN 423 C
S36 cc4 383 Degraded LF Rel flannel SHIRT 546 C
S36 cc4 384 Clear HF Rel problem ANSWER 629 C
S36 cc4 385 Clear NW Unr trace NAIN 548 C
S36 cc4 386 Clear LF Unr oval NICE 487 C
S36 cc4 387 Degraded HF Unr appeal LONG 512 C
S36 cc4 388 Clear HF Unr mirage UNCLE 458 C
S36 cc4 389 Degraded NW Unr penny FRID 554 C
S36 cc4 390 Degraded LF Rel prank JOKE 480 C
S36 cc4 391 Clear NW Unr strange RAIM 486 C
S36 cc4 392 Degraded NW Unr fangs PRALE 622 C
S36 cc4 393 Clear HF Rel stiff BOARD 481 C
S36 cc4 394 Clear NW Unr helium GINED 551 C
S36 cc4 395 Clear LF Unr snorkel TEAR 474 C
S36 cc4 396 Degraded LF Rel orchid FLOWER 527 C
S36 cc4 397 Degraded LF Unr awkward SHOWER 431 C
S36 cc4 398 Degraded NW Unr brush GAKER 651 C
S36 cc4 399 Clear NW Unr singer CATHE 563 C
S36 cc4 400 Degraded LF Unr destiny DONKEY 651 C
S36 cc4 401 Clear NW Unr chalk DEFITY 483 E
S36 cc4 402 Clear NW Unr perfume PORM 644 C
S36 cc4 403 Clear HF Rel late NIGHT 490 C
S36 cc4 404 Clear LF Rel latch LOCK 530 C
S36 cc4 405 Clear NW Unr wasted VABY 578 C
S36 cc4 406 Clear NW Unr solid DIATHED 587 C
S36 cc4 407 Clear NW Unr alcohol ROFT 566 C
S36 cc4 408 Clear NW Unr munch PROMELP 542 C
S36 cc4 409 Clear HF Unr society OPEN 433 C
S36 cc4 410 Clear LF Rel outlaw COWBOY 511 C
S36 cc4 411 Degraded NW Unr write INTERVESS 1098 E
S36 cc4 412 Degraded LF Unr vest BUNNY 501 E
S36 cc4 413 Degraded LF Unr snail BIRD 395 C
S36 cc4 414 Degraded NW Unr cure WERNED 689 C
S36 cc4 415 Degraded HF Rel bring TAKE 737 C
S36 cc4 416 Clear HF Rel lips MOUTH 537 C
S36 cc4 417 Degraded HF Unr meadow SEAT 522 C
S36 cc4 418 Clear HF Unr brave DONE 536 C
S36 cc4 419 Degraded HF Unr moment THINK 472 C
S36 cc4 420 Clear LF Unr drum JUMP 523 C
S36 cc4 421 Clear HF Rel nails FINGER 424 C
S36 cc4 422 Clear LF Rel robbery THIEF 516 C
S36 cc4 423 Degraded NW Unr kill OVERTAGE 704 C
S36 cc4 424 Degraded NW Unr apology DOMP 644 C
S36 cc4 425 Clear NW Unr weak VIRD 554 C
S36 cc4 426 Clear LF Unr hail SOUR 480 E
S36 cc4 427 Clear HF Rel frost COLD 560 C
S36 cc4 428 Degraded LF Unr skip STICK 517 C
S36 cc4 429 Clear HF Unr blaze SPOT 675 C
S36 cc4 430 Degraded LF Unr grain OVEN 529 C
S36 cc4 431 Degraded NW Unr cement HISHES 625 C
S36 cc4 432 Clear NW Unr meeting VARD 516 C
S36 cc4 433 Clear NW Unr motor VORD 497 C
S36 cc4 434 Clear LF Unr scary DUCK 489 C
S36 cc4 435 Degraded NW Unr where NIDE 545 C
S36 cc4 436 Degraded NW Unr seek ENJOLK 549 C
S36 cc4 437 Clear NW Unr calm GRUMS 568 C
S36 cc4 438 Clear HF Unr domain COUNTRY 560 C
S36 cc4 439 Degraded LF Unr polite ROUND 613 C
S36 cc4 440 Degraded HF Unr nephew VISION 646 C
S36 cc4 441 Degraded HF Unr gate PEOPLE 462 C
S36 cc4 442 Clear LF Rel scar UGLY 434 C
S36 cc4 443 Degraded HF Rel spirit SCHOOL 430 C
S36 cc4 444 Clear LF Rel crumb CAKE 441 C
S36 cc4 445 Degraded NW Unr shape JOAD 519 E
S36 cc4 446 Degraded HF Rel meaning REASON 671 C
S36 cc4 447 Clear NW Unr phase REBINT 507 C
S36 cc4 448 Clear LF Unr wisdom FORGIVE 630 C
S36 cc4 449 Clear NW Unr cough VIRED 521 C
S36 cc4 450 Clear NW Unr male GLEDER 471 C
S36 cc4 451 Clear LF Rel captive HOSTAGE 553 C
S36 cc4 452 Clear LF Unr seam MONKEY 495 C
S36 cc4 453 Clear LF Rel sailor NAVY 631 C
S36 cc4 454 Clear LF Unr croak SPORT 635 C
S36 cc4 455 Clear NW Unr whiskey SUBRUCT 608 C
S36 cc4 456 Clear NW Unr coke TILKER 544 C
S36 cc4 457 Clear LF Unr tarnish GUILTY 612 C
S36 cc4 458 Clear NW Unr proper PROGOLLS 548 C
S36 cc4 459 Clear HF Rel century YEAR 535 C
S36 cc4 460 Clear NW Unr stove TEAPS 615 E
S36 cc4 461 Clear LF Rel stake VAMPIRE 579 C
S36 cc4 462 Degraded NW Unr punish DIATOOF 490 C
S36 cc4 463 Degraded NW Unr quart NEEPS 579 C
S36 cc4 464 Clear HF Rel south WEST 667 C
S36 cc4 465 Clear NW Unr spank GOORCH 503 C
S36 cc4 466 Degraded LF Rel anxiety NERVOUS 657 C
S36 cc4 467 Clear LF Unr trench MOUSE 505 C
S36 cc4 468 Degraded LF Rel rise SHINE 581 C
S36 cc4 469 Clear NW Unr dull REET 496 C
S36 cc4 470 Degraded NW Unr thirst TORM 505 C
S36 cc4 471 Clear NW Unr artery DEHIET 595 C
S36 cc4 472 Degraded NW Unr alike KOOPER 497 C
S36 cc4 473 Degraded NW Unr gift POAT 633 C
S36 cc4 474 Clear NW Unr rabbit BLIDE 559 C
S36 cc4 475 Clear NW Unr peel FOOR 532 C
S36 cc4 476 Clear NW Unr lion TRANSVEEM 660 C
S36 cc4 477 Clear LF Unr toaster SAND 512 C
S36 cc4 478 Clear LF Rel attack DEFEND 571 C
S36 cc4 479 Clear LF Rel panther TIGER 627 C
S36 cc4 480 Degraded NW Unr garlic DURFER 614 C
S37 cc5 1 Clear HF Rel appeal LIKE 563 C
S37 cc5 2 Degraded NW Unr icing CONTRANAIM 536 C
S37 cc5 3 Clear LF Rel squeak MOUSE 649 C
S37 cc5 4 Degraded NW Unr sharp VABY 610 E
S37 cc5 5 Degraded HF Rel design MAKE 540 C
S37 cc5 6 Degraded HF Unr mare IDEA 607 C
S37 cc5 7 Clear HF Unr logic RIGHT 512 E
S37 cc5 8 Degraded LF Unr physics CHEAP 821 C
S37 cc5 9 Clear LF Unr rail MELT 641 C
S37 cc5 10 Clear NW Unr baby GIREN 518 C
S37 cc5 11 Degraded LF Rel attack DEFEND 628 C
S37 cc5 12 Degraded HF Rel lips MOUTH 519 C
S37 cc5 13 Clear NW Unr proper DEBIRT 565 C
S37 cc5 14 Degraded HF Unr jeans HOTEL 555 C
S37 cc5 15 Clear NW Unr palm GACKEL 607 C
S37 cc5 16 Degraded HF Unr since STOP 528 C
S37 cc5 17 Clear LF Unr scary HEAT 577 C
S37 cc5 18 Clear LF Unr uniform ORANGE 697 C
S37 cc5 19 Clear HF Unr bush PARTY 617 C
S37 cc5 20 Clear LF Unr omelet PUSH 617 C
S37 cc5 21 Clear LF Rel shame GUILT 570 C
S37 cc5 22 Degraded LF Unr monarch BIRD 707 C
S37 cc5 23 Degraded NW Unr movie WOILY 565 C
S37 cc5 24 Degraded HF Unr piano NUMBER 539 C
S37 cc5 25 Degraded NW Unr stain SACE 572 C
S37 cc5 26 Clear NW Unr sing NAMPED 564 C
S37 cc5 27 Clear NW Unr sweet PORDLY 601 C
S37 cc5 28 Degraded NW Unr college NERM 679 C
S37 cc5 29 Clear NW Unr cape EXMIRD 597 C
S37 cc5 30 Degraded LF Rel latch LOCK 675 C
S37 cc5 31 Degraded HF Rel donor GIVE 511 C
S37 cc5 32 Clear NW Unr stud JACE 523 C
S37 cc5 33 Degraded NW Unr knob REET 601 C
S37 cc5 34 Degraded NW Unr liberty TRUDE 711 C
S37 cc5 35 Clear NW Unr ball DISBAMP 745 C
S37 cc5 36 Clear NW Unr chair UNSOADER 645 C
S37 cc5 37 Clear NW Unr dull ENSUCT 602 C
S37 cc5 38 Degraded LF Rel referee SOCCER 712 C
S37 cc5 39 Clear LF Unr hawk CARDS 490 C
S37 cc5 40 Degraded HF Unr spirit WINE 531 C
S37 cc5 41 Degraded HF Unr cigar LONG 531 C
S37 cc5 42 Clear LF Rel dungeon JAIL 596 C
S37 cc5 43 Clear NW Unr nest REJONG 530 C
S37 cc5 44 Degraded HF Unr routine PEOPLE 530 C
S37 cc5 45 Degraded LF Rel tuna FISH 514 C
S37 cc5 46 Degraded HF Unr steam SORRY 512 C
S37 cc5 47 Clear LF Rel skip JUMP 475 C
S37 cc5 48 Degraded HF Rel gravity EARTH 416 C
S37 cc5 49 Degraded NW Unr protect MIAL 569 C
S37 cc5 50 Clear NW Unr chance FARPER 705 C
S37 cc5 51 Degraded LF Unr spider FROG 564 E
S37 cc5 52 Clear NW Unr virtue WOINS 757 C
S37 cc5 53 Degraded LF Unr burst SMART 548 C
S37 cc5 54 Clear NW Unr spank GOIL 581 C
S37 cc5 55 Degraded HF Unr costume GARDEN 545 C
S37 cc5 56 Clear NW Unr wasted WEERD 660 C
S37 cc5 57 Degraded NW Unr closet LOMED 591 E
S37 cc5 58 Degraded HF Rel gloves HANDS 549 C
S37 cc5 59 Degraded NW Unr fishing TELD 584 C
S37 cc5 60 Clear LF Unr seam HIDE 563 C
S37 cc5 61 Degraded LF Rel sword BLADE 696 C
S37 cc5 62 Clear LF Rel pickle SOUR 553 C
S37 cc5 63 Clear HF Unr stem WORD 492 C
S37 cc5 64 Degraded NW Unr tall FOOR 501 E
S37 cc5 65 Clear NW Unr strange NONWAIM 618 C
S37 cc5 66 Clear HF Rel examine STUDY 522 C
S37 cc5 67 Degraded NW Unr dress MUCTS 536 C
S37 cc5 68 Clear NW Unr alcohol OVERBLAPS 600 C
S37 cc5 69 Clear NW Unr worth VAKER 518 C
S37 cc5 70 Degraded LF Unr grove NURSE 547 C
S37 cc5 71 Clear NW Unr price DATHE 630 C
S37 cc5 72 Degraded HF Unr term PLANT 490 C
S37 cc5 73 Degraded HF Rel problem ANSWER 593 E
S37 cc5 74 Degraded LF Unr plum BATH 619 C
S37 cc5 75 Degraded LF Unr melody HURT 603 C
S37 cc5 76 Clear HF Unr cork SCHOOL 488 C
S37 cc5 77 Clear LF Rel barrel MONKEY 545 C
S37 cc5 78 Clear NW Unr whiskey FASHIN 692 C
S37 cc5 79 Degraded NW Unr choose INTERMIET 709 C
S37 cc5 80 Clear NW Unr square REMOLKS 599 C
S37 cc5 81 Clear HF Rel mark SPOT 500 C
S37 cc5 82 Degraded HF Rel stiff BOARD 480 C
S37 cc5 83 Clear HF Unr voice CASE 614 C
S37 cc5 84 Clear NW Unr munch NOOPS 597 C
S37 cc5 85 Clear LF Unr toaster FLOWER 515 C
S37 cc5 86 Degraded HF Unr meaning POLICE 561 C
S37 cc5 87 Clear NW Unr male BOAFE 551 C
S37 cc5 88 Degraded NW Unr throat BIRES 570 C
S37 cc5 89 Clear NW Unr fear HOAFER 546 C
S37 cc5 90 Degraded LF Rel foolish DUMB 581 C
S37 cc5 91 Degraded LF Rel waves OCEAN 592 C
S37 cc5 92 Clear NW Unr calm PLOGED 539 C
S37 cc5 93 Clear HF Unr blaze CHANGE 555 C
S37 cc5 94 Degraded NW Unr death HESTEL 609 C
S37 cc5 95 Degraded HF Rel nails FINGER 530 C
S37 cc5 96 Clear LF Rel destiny GOAL 546 C
S37 cc5 97 Clear NW Unr star NADER 603 C
S37 cc5 98 Clear NW Unr stage DOAF 569 C
S37 cc5 99 Degraded NW Unr apology PIMEL 673 C
S37 cc5 100 Clear NW Unr funny HIFT 604 C
S37 cc5 101 Degraded LF Rel cliff HANGER 522 C
S37 cc5 102 Degraded HF Unr exhale BLACK 935 C
S37 cc5 103 Degraded NW Unr spook INTHID 584 C
S37 cc5 104 Clear LF Rel rinse WASH 690 C
S37 cc5 105 Clear NW Unr horror HISHES 659 C
S37 cc5 106 Degraded NW Unr punish UNHURF 653 C
S37 cc5 107 Clear NW Unr crowd HADER 710 C
S37 cc5 108 Clear NW Unr peel NAFTS 538 C
S37 cc5 109 Degraded NW Unr dead LORKED 746 C
S37 cc5 110 Clear HF Rel through DONE 548 E
S37 cc5 111 Degraded NW Unr doctor FRIMER 659 C
S37 cc5 112 Degraded LF Unr impact REEF 651 C
S37 cc5 113 Clear HF Rel fact FIGURE 516 C
S37 cc5 114 Degraded HF Unr vary FIRE 449 C
S37 cc5 115 Degraded LF Unr fragile ANGER 545 C
S37 cc5 116 Degraded LF Unr curse SHOWER 581 C
S37 cc5 117 Degraded NW Unr shiver NIFTS 640 C
S37 cc5 118 Clear LF Unr wisdom BALLOON 581 C
S37 cc5 119 Clear LF Unr carrots JOKE 496 C
S37 cc5 120 Degraded LF Rel seal STAMP 552 C
S37 cc5 121 Degraded NW Unr ease EXVAIM 620 C
S37 cc5 122 Degraded NW Unr rhythm FAFT 590 C
S37 cc5 123 Clear NW Unr sketch FANTOM 745 E
S37 cc5 124 Degraded HF Rel simple MIND 912 C
S37 cc5 125 Clear LF Rel juggler VEIN 586 C
S37 cc5 126 Clear NW Unr rabbit FLEEPED 725 C
S37 cc5 127 Clear NW Unr meeting SEEF 955 C
S37 cc5 128 Clear NW Unr sparrow WERNED 561 C
S37 cc5 129 Degraded NW Unr bomb HOLKS 550 E
S37 cc5 130 Clear LF Unr oval HABIT 581 C
S37 cc5 131 Clear HF Unr slap BACK 480 C
S37 cc5 132 Degraded HF Unr bring HAIR 676 C
S37 cc5 133 Degraded LF Rel scallop SEAFOOD 530 C
S37 cc5 134 Degraded HF Rel yawn TIRED 579 C
S37 cc5 135 Clear NW Unr grizzly PRALE 670 C
S37 cc5 136 Clear HF Rel brawl FIGHT 633 C
S37 cc5 137 Degraded LF Rel prime RIBS 639 C
S37 cc5 138 Degraded NW Unr kill VIRD 645 C
S37 cc5 139 Degraded NW Unr used ANTIPOLD 618 C
S37 cc5 140 Degraded NW Unr spice RAIM 650 E
S37 cc5 141 Clear NW Unr quiet TERE 734 C
S37 cc5 142 Clear NW Unr rose FLIMER 582 C
S37 cc5 143 Clear HF Unr domain LEAD 657 C
S37 cc5 144 Degraded LF Unr orchid OVEN 681 C
S37 cc5 145 Degraded NW Unr explode MEERS 642 C
S37 cc5 146 Degraded NW Unr person VIND 552 C
S37 cc5 147 Clear LF Unr pigeon RULER 571 C
S37 cc5 148 Degraded LF Rel stake VAMPIRE 500 C
S37 cc5 149 Degraded LF Rel walrus TUSK 638 C
S37 cc5 150 Clear LF Unr croak INSECT 564 C
S37 cc5 151 Degraded NW Unr biscuit TORD 602 C
S37 cc5 152 Clear HF Rel handle CARE 600 C
S37 cc5 153 Clear LF Rel stuck GLUE 661 C
S37 cc5 154 Degraded NW Unr pain LIPER 672 C
S37 cc5 155 Clear HF Rel journal WRITE 587 C
S37 cc5 156 Degraded LF Rel thimble THREAD 599 C
S37 cc5 157 Clear NW Unr minute RERN 515 C
S37 cc5 158 Clear LF Unr monk SCENT 513 C
S37 cc5 159 Clear LF Rel mints CANDY 495 E
S37 cc5 160 Clear NW Unr push BIAL 1138 E
S37 cc5 161 Degraded LF Rel gain WEIGHT 725 C
S37 cc5 162 Clear NW Unr span NIRT 476 C
S37 cc5 163 Degraded LF Unr mask PANTS 545 C
S37 cc5 164 Degraded NW Unr cement BUCT 740 C
S37 cc5 165 Degraded HF Unr stair SOUND 607 C
S37 cc5 166 Clear HF Unr bench POINT 656 C
S37 cc5 167 Clear NW Unr clam GLIM 393 E
S37 cc5 168 Clear NW Unr desert REJATHED 661 C
S37 cc5 169 Degraded NW Unr magic SUBDOOP 721 C
S37 cc5 170 Clear NW Unr exam SARTED 583 C
S37 cc5 171 Clear NW Unr muffin VEEP 785 E
S37 cc5 172 Clear NW Unr coke SELP 815 C
S37 cc5 173 Clear NW Unr solid HERME 536 C
S37 cc5 174 Degraded HF Unr decide MANY 839 C
S37 cc5 175 Degraded LF Rel haunt SCARE 854 C
S37 cc5 176 Degraded NW Unr tale BRIPED 775 C
S37 cc5 177 Clear LF Unr stingy MATH 583 C
S37 cc5 178 Degraded LF Unr warmth FRIGHT 545 C
S37 cc5 179 Degraded HF Rel century YEAR 516 C
S37 cc5 180 Degraded HF Unr loop SPACE 562 C
S37 cc5 181 Clear NW Unr sleep DORTER 536 C
S37 cc5 182 Clear LF Unr paste BELL 536 C
S37 cc5 183 Degraded NW Unr saltine PROGOLLS 601 C
S37 cc5 184 Clear HF Unr length SMOKE 535 C
S37 cc5 185 Degraded NW Unr lose TRANSVAME 567 C
S37 cc5 186 Degraded HF Unr compass SEAT 862 E
S37 cc5 187 Degraded LF Rel crumb CAKE 653 C
S37 cc5 188 Degraded HF Rel guest FRIEND 533 C
S37 cc5 189 Degraded NW Unr human GRUMS 613 C
S37 cc5 190 Clear NW Unr lion NEEPS 646 C
S37 cc5 191 Degraded NW Unr skirt REBINT 654 C
S37 cc5 192 Degraded HF Rel prove SHOW 567 C
S37 cc5 193 Degraded NW Unr flask SEMINART 598 C
S37 cc5 194 Degraded NW Unr frame FARDED 514 C
S37 cc5 195 Degraded LF Rel reel POLE 768 E
S37 cc5 196 Clear NW Unr sail WIET 556 C
S37 cc5 197 Clear NW Unr weak OVERTAGE 897 E
S37 cc5 198 Degraded NW Unr foot DORNER 613 C
S37 cc5 199 Degraded NW Unr clove JAMPER 533 C
S37 cc5 200 Clear LF Rel team SPORT 486 C
S37 cc5 201 Clear LF Unr mule CHEAT 461 C
S37 cc5 202 Degraded NW Unr risk DIPER 561 C
S37 cc5 203 Clear NW Unr jacket GROPEL 630 C
S37 cc5 204 Clear NW Unr neck FELD 634 C
S37 cc5 205 Degraded LF Rel captive HOSTAGE 671 C
S37 cc5 206 Clear LF Unr crops ROCKET 650 E
S37 cc5 207 Degraded NW Unr beach VARD 622 C
S37 cc5 208 Clear HF Rel nephew UNCLE 576 C
S37 cc5 209 Degraded NW Unr wallet FRAGER 585 C
S37 cc5 210 Clear NW Unr avenue POSTSIRM 580 C
S37 cc5 211 Degraded NW Unr seek VORD 479 C
S37 cc5 212 Clear HF Unr must CENTER 788 C
S37 cc5 213 Degraded NW Unr shelter CATHE 648 C
S37 cc5 214 Clear LF Unr bunch OYSTER 560 C
S37 cc5 215 Clear LF Rel pardon FORGIVE 502 C
S37 cc5 216 Degraded HF Rel brief SHORT 480 C
S37 cc5 217 Degraded NW Unr fingers FOKEL 486 C
S37 cc5 218 Degraded NW Unr future REGEEP 622 C
S37 cc5 219 Clear NW Unr early UNJEED 610 C
S37 cc5 220 Degraded LF Unr missile CORN 545 C
S37 cc5 221 Degraded NW Unr heel PAIME 628 C
S37 cc5 222 Clear HF Rel ideal BEST 472 C
S37 cc5 223 Clear HF Rel justice PEACE 459 C
S37 cc5 224 Clear HF Rel hose WATER 414 C
S37 cc5 225 Degraded HF Unr pack FACE 502 C
S37 cc5 226 Degraded NW Unr time ROLK 657 C
S37 cc5 227 Clear NW Unr lonely TODELL 617 C
S37 cc5 228 Degraded HF Rel broken HEART 506 C
S37 cc5 229 Degraded HF Rel dock BOAT 500 C
S37 cc5 230 Clear HF Unr gray BREATH 591 C
S37 cc5 231 Degraded NW Unr aunt BLIDE 603 E
S37 cc5 232 Degraded NW Unr plate AJURD 547 C
S37 cc5 233 Clear NW Unr receive TRIVEEF 838 C
S37 cc5 234 Degraded LF Unr prune WOOL 596 C
S37 cc5 235 Degraded NW Unr cracker VIRED 626 C
S37 cc5 236 Clear LF Rel noisy LOUD 436 C
S37 cc5 237 Clear HF Rel gate OPEN 562 C
S37 cc5 238 Degraded LF Rel throne KING 504 C
S37 cc5 239 Clear NW Unr husk DEAT 643 E
S37 cc5 240 Clear HF Rel plow FIELD 611 C
S37 cc5 241 Degraded NW Unr part DIAKOME 479 C
S37 cc5 242 Degraded HF Unr guide HOME 356 C
S37 cc5 243 Clear HF Rel fair RIDE 419 C
S37 cc5 244 Clear LF Rel dump GARBAGE 571 C
S37 cc5 245 Degraded HF Rel counsel HELP 547 C
S37 cc5 246 Clear NW Unr stove UNBERM 646 C
S37 cc5 247 Clear NW Unr dark GAKER 558 C
S37 cc5 248 Clear NW Unr bitter CORTED 724 E
S37 cc5 249 Clear NW Unr neat DURFER 628 C
S37 cc5 250 Degraded HF Rel novel READ 728 C
S37 cc5 251 Clear NW Unr poise UNGURB 592 C
S37 cc5 252 Degraded LF Unr rise SILVER 558 C
S37 cc5 253 Degraded NW Unr golf PROMELP 979 C
S37 cc5 254 Degraded LF Unr spade EAGLE 814 E
S37 cc5 255 Clear NW Unr tooth MUELED 722 C
S37 cc5 256 Clear NW Unr child GLIPS 695 C
S37 cc5 257 Clear NW Unr algebra HISE 904 C
S37 cc5 258 Degraded NW Unr stream BIST 595 E
S37 cc5 259 Clear LF Rel awkward WEIRD 651 C
S37 cc5 260 Degraded LF Unr pound MAIL 516 C
S37 cc5 261 Degraded NW Unr worn NEEK 514 C
S37 cc5 262 Degraded NW Unr where NENTS 608 C
S37 cc5 263 Degraded NW Unr blouse DEST 751 C
S37 cc5 264 Degraded LF Unr thaw TRAIN 651 C
S37 cc5 265 Clear HF Rel outcome FINAL 467 C
S37 cc5 266 Clear HF Rel moment SECOND 470 C
S37 cc5 267 Degraded NW Unr bicycle FANDER 585 C
S37 cc5 268 Degraded NW Unr thirst ABNORD 724 C
S37 cc5 269 Clear LF Rel fray TEAR 586 C
S37 cc5 270 Degraded LF Unr liar DONKEY 661 C
S37 cc5 271 Degraded HF Unr core HAVE 687 C
S37 cc5 272 Clear HF Unr pause WHEN 432 C
S37 cc5 273 Clear NW Unr slither SOOFS 523 C
S37 cc5 274 Degraded LF Unr force EGGS 745 C
S37 cc5 275 Degraded NW Unr find HEAN 595 C
S37 cc5 276 Degraded NW Unr garlic TOOMS 625 C
S37 cc5 277 Clear HF Unr pity ENGINE 501 C
S37 cc5 278 Degraded LF Unr anxiety COAT 463 E
S37 cc5 279 Clear NW Unr eternal PREPERN 765 C
S37 cc5 280 Degraded HF Rel tank ARMY 507 C
S37 cc5 281 Clear NW Unr drug VELP 566 C
S37 cc5 282 Clear NW Unr phase VADES 527 C
S37 cc5 283 Clear LF Rel straw SODA 574 C
S37 cc5 284 Clear NW Unr sheep PURD 551 C
S37 cc5 285 Clear HF Rel granite STONE 522 C
S37 cc5 286 Clear NW Unr finish UNCHIM 488 C
S37 cc5 287 Degraded HF Rel shadow DARK 527 C
S37 cc5 288 Clear HF Unr lodge BLUE 432 C
S37 cc5 289 Clear NW Unr onion POAT 758 C
S37 cc5 290 Clear NW Unr racket BAVE 532 C
S37 cc5 291 Degraded NW Unr harsh OVERWEEF 596 C
S37 cc5 292 Degraded LF Unr mussel BANANA 546 C
S37 cc5 293 Degraded NW Unr ghost WOATER 661 C
S37 cc5 294 Clear NW Unr cash VOLKEL 576 C
S37 cc5 295 Clear NW Unr boots DERON 472 C
S37 cc5 296 Degraded NW Unr lobster HICE 718 C
S37 cc5 297 Clear LF Unr offend TUNE 531 C
S37 cc5 298 Degraded NW Unr giggle JAINS 692 E
S37 cc5 299 Degraded LF Rel outlaw COWBOY 671 C
S37 cc5 300 Degraded LF Unr wedding STICKY 539 C
S37 cc5 301 Degraded NW Unr house GOUPER 474 C
S37 cc5 302 Degraded NW Unr ivory PIDER 592 C
S37 cc5 303 Clear NW Unr skinny JOAD 635 C
S37 cc5 304 Clear LF Rel hope GLORY 641 C
S37 cc5 305 Degraded LF Unr foam STICK 662 E
S37 cc5 306 Clear LF Rel quail DUCK 652 C
S37 cc5 307 Degraded NW Unr song VEATH 629 C
S37 cc5 308 Clear HF Unr retain GAMBLE 695 C
S37 cc5 309 Degraded LF Unr ritual ROUND 584 C
S37 cc5 310 Degraded NW Unr launch HORME 515 C
S37 cc5 311 Clear HF Unr some KNOW 481 C
S37 cc5 312 Clear NW Unr full MESTED 598 C
S37 cc5 313 Degraded NW Unr drawing KENTED 612 C
S37 cc5 314 Degraded LF Rel stomach ACHE 581 E
S37 cc5 315 Clear NW Unr singer PROWAMP 650 C
S37 cc5 316 Degraded HF Unr smash HARD 515 C
S37 cc5 317 Degraded NW Unr alike BURFED 576 C
S37 cc5 318 Degraded HF Unr vanish MEAN 601 C
S37 cc5 319 Clear HF Unr society SAME 583 C
S37 cc5 320 Clear NW Unr coral TIET 545 C
S37 cc5 321 Degraded NW Unr brush NOAL 692 C
S37 cc5 322 Clear HF Rel marble FLOOR 469 C
S37 cc5 323 Clear NW Unr hate FRID 536 C
S37 cc5 324 Clear NW Unr ceiling HILK 648 C
S37 cc5 325 Degraded NW Unr write GINED 880 C
S37 cc5 326 Clear HF Rel meadow GRASS 471 C
S37 cc5 327 Degraded NW Unr step PAFTER 649 C
S37 cc5 328 Degraded NW Unr lump VARED 497 C
S37 cc5 329 Clear NW Unr abuse CAID 506 C
